TREF TMECH 298.0 298.0
CH3O2      1.30E-12  1.30E-12 DATA, COPY
GD6002    1.54E-14  1.54E-14 SAR, SAR
UD900B    1.50E-14  1.50E-14 SAR, SAR
TT900E    8.10E-12  8.10E-12 SAR, SAR
TT900B    2.12E-13  2.12E-13 SAR, SAR
TH900v    1.91E-14  1.91E-14 SAR, SAR
TH900r    7.10E-15  7.10E-15 SAR, SAR
ND800G    5.18E-14  5.18E-14 SAR, SAR
HN9022    7.75E-14  7.75E-14 SAR, SAR
UK7000    1.16E-15  1.16E-15 SAR, SAR
PH9007    1.34E-14  1.34E-14 SAR, SAR
HH800H    1.33E-14  1.33E-14 SAR, SAR
HH800C    1.25E-14  1.25E-14 SAR, SAR
HH900b    2.20E-14  2.20E-14 SAR, SAR
GN000F    9.12E-17  9.12E-17 SAR, SAR
HD700I    3.36E-14  3.36E-14 SAR, SAR
TT002l    3.31E-11  3.31E-11 SAR, SAR
TT002i    6.15E-12  6.15E-12 SAR, SAR
TH003N    1.92E-13  1.92E-13 SAR, SAR
PK0008    2.37E-15  2.37E-15 SAR, SAR
PH000B    5.10E-16  5.10E-16 SAR, SAR
PD0004    4.65E-14  4.65E-14 SAR, SAR
AH8001    4.60E-13  4.60E-13 SAR, SAR
AH6006    2.68E-16  2.68E-16 SAR, SAR
TA900M    2.36E-14  2.36E-14 SAR, SAR
TH9009    1.21E-15  1.21E-15 SAR, SAR
TN000k    1.10E-15  1.10E-15 SAR, SAR
GN0009    9.93E-16  9.93E-16 SAR, SAR
AN700E    6.93E-15  6.93E-15 SAR, SAR
HD4005    4.48E-13  4.48E-13 SAR, SAR
EH9003    4.71E-13  4.71E-13 SAR, SAR
EH8006    4.68E-13  4.68E-13 SAR, SAR
AA6000    1.62E-16  1.62E-16 SAR, SAR
PA800E    5.73E-13  5.73E-13 SAR, SAR
AH7006    5.72E-13  5.72E-13 SAR, SAR
AN6005    1.54E-14  1.54E-14 SAR, SAR
HH900h    1.03E-14  1.03E-14 SAR, SAR
HH600M    8.34E-15  8.34E-15 SAR, SAR
TN000p    5.09E-14  5.09E-14 SAR, SAR
HK6000    8.98E-16  8.98E-16 SAR, SAR
GK7006    4.70E-18  4.70E-18 SAR, SAR
AH800F    2.01E-16  2.01E-16 SAR, SAR
TH901J    1.04E-12  1.04E-12 SAR, SAR
TH700V    1.92E-13  1.92E-13 SAR, SAR
NN000V    2.48E-14  2.48E-14 SAR, SAR
TA7003    4.14E-15  4.14E-15 SAR, SAR
AO6000    9.25E-16  9.25E-16 SAR, SAR
AD7000    2.05E-14  2.05E-14 SAR, SAR
TH700G    1.27E-15  1.27E-15 SAR, SAR
TT000d    7.89E-16  7.89E-16 SAR, SAR
PH0003    1.14E-14  1.14E-14 SAR, SAR
HH000K    4.31E-14  4.31E-14 SAR, SAR
DK9007    1.09E-14  1.09E-14 SAR, SAR
GU6003    1.67E-13  1.67E-13 SAR, SAR
GN900B    2.99E-16  2.99E-16 SAR, SAR
TH002z    2.30E-14  2.30E-14 SAR, SAR
TT002e    8.10E-12  8.10E-12 SAR, SAR
TT002b    2.12E-13  2.12E-13 SAR, SAR
TH003F    7.15E-15  7.15E-15 SAR, SAR
HH000n    1.52E-14  1.52E-14 SAR, SAR
AN9001    2.47E-16  2.47E-16 SAR, SAR
DK6004    2.67E-14  2.67E-14 SAR, SAR
TH901n    4.10E-15  4.10E-15 SAR, SAR
TT003C    1.44E-14  1.44E-14 SAR, SAR
TT003I    1.07E-15  1.07E-15 SAR, SAR
NN600A    6.95E-15  6.95E-15 SAR, SAR
HD900W    6.62E-14  6.62E-14 SAR, SAR
HD600I    4.40E-14  4.40E-14 SAR, SAR
TE0007    9.79E-14  9.79E-14 SAR, SAR
NN000c    4.31E-14  4.31E-14 SAR, SAR
GH6001    2.28E-14  2.28E-14 SAR, SAR
TN001P    8.25E-15  8.25E-15 SAR, SAR
NU6004    1.19E-14  1.19E-14 SAR, SAR
TN001D    6.53E-14  6.53E-14 SAR, SAR
GN0008    4.95E-16  4.95E-16 SAR, SAR
TT0034    4.85E-15  4.85E-15 SAR, SAR
HD900C    4.86E-14  4.86E-14 SAR, SAR
EP0002    3.99E-15  3.99E-15 SAR, SAR
ED7004    3.26E-14  3.26E-14 SAR, SAR
AK7004    3.36E-16  3.36E-16 SAR, SAR
AN8004    1.06E-14  1.06E-14 SAR, SAR
TN6002    4.22E-15  4.22E-15 SAR, SAR
AN800M    4.46E-14  4.46E-14 SAR, SAR
AH800W    2.01E-16  2.01E-16 SAR, SAR
ND600P    5.24E-14  5.24E-14 SAR, SAR
HH900Y    4.96E-14  4.96E-14 SAR, SAR
NN8002    4.55E-14  4.55E-14 SAR, SAR
HN700j    2.19E-14  2.19E-14 SAR, SAR
AH5006    2.69E-17  2.69E-17 SAR, SAR
TT003g    1.09E-15  1.09E-15 SAR, SAR
HH800I    2.39E-14  2.39E-14 SAR, SAR
NN7001    2.05E-14  2.05E-14 SAR, SAR
AN5006    1.77E-16  1.77E-16 SAR, SAR
NK8006    9.28E-16  9.28E-16 SAR, SAR
TT001k    1.44E-14  1.44E-14 SAR, SAR
EH0009    5.64E-14  5.64E-14 SAR, SAR
TN001F    4.83E-15  4.83E-15 SAR, SAR
TA900k    6.68E-16  6.68E-16 SAR, SAR
HD000c    8.92E-14  8.92E-14 SAR, SAR
TN0019    1.22E-15  1.22E-15 SAR, SAR
NN000I    5.65E-14  5.65E-14 SAR, SAR
TT002P    1.40E-13  1.40E-13 SAR, SAR
AH500D    9.56E-17  9.56E-17 SAR, SAR
HN600H    1.03E-15  1.03E-15 SAR, SAR
NN0005    2.37E-14  2.37E-14 SAR, SAR
HD000v    2.64E-14  2.64E-14 SAR, SAR
TE900I    8.53E-13  8.53E-13 SAR, SAR
HH700U    2.07E-15  2.07E-15 SAR, SAR
HN0013    1.91E-14  1.91E-14 SAR, SAR
TN800E    2.28E-14  2.28E-14 SAR, SAR
HN700g    2.42E-14  2.42E-14 SAR, SAR
NN900J    3.80E-16  3.80E-16 SAR, SAR
TH900O    1.20E-15  1.20E-15 SAR, SAR
TH901m    6.43E-16  6.43E-16 SAR, SAR
HN700l    4.84E-14  4.84E-14 SAR, SAR
HK9006    1.97E-15  1.97E-15 SAR, SAR
HK5004    4.43E-17  4.43E-17 SAR, SAR
HH800L    2.53E-14  2.53E-14 SAR, SAR
ND000p    1.99E-13  1.99E-13 SAR, SAR
HD800N    2.01E-14  2.01E-14 SAR, SAR
HN4002    1.36E-14  1.36E-14 SAR, SAR
TN900K    7.50E-14  7.50E-14 SAR, SAR
NN000Y    2.29E-14  2.29E-14 SAR, SAR
GD9007    2.34E-14  2.34E-14 SAR, SAR
HN001T    5.03E-14  5.03E-14 SAR, SAR
HN000G    1.05E-14  1.05E-14 SAR, SAR
TN001h    5.41E-15  5.41E-15 SAR, SAR
HN7007    9.24E-15  9.24E-15 SAR, SAR
HH900g    4.95E-14  4.95E-14 SAR, SAR
HD800D    3.41E-14  3.41E-14 SAR, SAR
ND5006    4.76E-14  4.76E-14 SAR, SAR
GK9006    1.75E-15  1.75E-15 SAR, SAR
AN000B    6.84E-15  6.84E-15 SAR, SAR
NN0007    1.10E-13  1.10E-13 SAR, SAR
TA900Z    3.36E-16  3.36E-16 SAR, SAR
PD0002    1.04E-14  1.04E-14 SAR, SAR
GN8000    2.15E-14  2.15E-14 SAR, SAR
TD0008    2.40E-14  2.40E-14 SAR, SAR
TT003U    6.04E-16  6.04E-16 SAR, SAR
TK7003    3.99E-15  3.99E-15 SAR, SAR
TK0008    5.24E-16  5.24E-16 SAR, SAR
TN0016    4.66E-15  4.66E-15 SAR, SAR
TP900F    3.21E-14  3.21E-14 SAR, SAR
TH901M    4.32E-15  4.32E-15 SAR, SAR
GN8001    4.60E-13  4.60E-13 SAR, SAR
GN7004    3.08E-15  3.08E-15 SAR, SAR
EG9001    1.11E-14  1.11E-14 SAR, SAR
TH900z    1.83E-15  1.83E-15 SAR, SAR
AH800d    4.87E-14  4.87E-14 SAR, SAR
HD600R    2.84E-14  2.84E-14 SAR, SAR
NN000R    3.55E-14  3.55E-14 SAR, SAR
HN000B    5.65E-14  5.65E-14 SAR, SAR
EN7000    6.00E-15  6.00E-15 SAR, SAR
PH0002    1.07E-14  1.07E-14 SAR, SAR
NU6006    3.23E-14  3.23E-14 SAR, SAR
TE000L    5.19E-16  5.19E-16 SAR, SAR
TT004Q    8.12E-16  8.12E-16 SAR, SAR
TT004O    1.72E-15  1.72E-15 SAR, SAR
TE0013    1.85E-16  1.85E-16 SAR, SAR
GN6002    2.68E-16  2.68E-16 SAR, SAR
TH004E    4.39E-15  4.39E-15 SAR, SAR
TT0027    1.50E-15  1.50E-15 SAR, SAR
HN9017    3.20E-14  3.20E-14 SAR, SAR
HD900F    1.02E-14  1.02E-14 SAR, SAR
HD5005    2.36E-14  2.36E-14 SAR, SAR
AG8004    2.99E-16  2.99E-16 SAR, SAR
NK8008    9.82E-16  9.82E-16 SAR, SAR
TN001V    5.04E-14  5.04E-14 SAR, SAR
GH9006    2.92E-16  2.92E-16 SAR, SAR
HK8004    2.11E-17  2.11E-17 SAR, SAR
TH002E    1.03E-15  1.03E-15 SAR, SAR
TH001o    1.92E-13  1.92E-13 SAR, SAR
PN7009    4.20E-16  4.20E-16 SAR, SAR
ED7003    2.04E-14  2.04E-14 SAR, SAR
HN7013    1.69E-14  1.69E-14 SAR, SAR
GN5001    1.69E-14  1.69E-14 SAR, SAR
GN8002    2.28E-14  2.28E-14 SAR, SAR
AH800U    5.54E-14  5.54E-14 SAR, SAR
TH004G    5.41E-15  5.41E-15 SAR, SAR
TA900W    5.08E-16  5.08E-16 SAR, SAR
TA800h    4.56E-16  4.56E-16 SAR, SAR
AA8006    8.14E-17  8.14E-17 SAR, SAR
NN600I    3.28E-16  3.28E-16 SAR, SAR
TA9005    4.56E-16  4.56E-16 SAR, SAR
AK9003    1.86E-15  1.86E-15 SAR, SAR
DK0004    1.88E-14  1.88E-14 SAR, SAR
NN8006    2.47E-16  2.47E-16 SAR, SAR
HN901h    3.20E-14  3.20E-14 SAR, SAR
PN9008    1.34E-14  1.34E-14 SAR, SAR
NU8007    2.31E-14  2.31E-14 SAR, SAR
HN901i    2.22E-14  2.22E-14 SAR, SAR
HN800Z    1.33E-14  1.33E-14 SAR, SAR
HN800I    1.25E-14  1.25E-14 SAR, SAR
TG8004    1.19E-15  1.19E-15 SAR, SAR
TH8006    1.00E-14  1.00E-14 SAR, SAR
HD8005    3.09E-14  3.09E-14 SAR, SAR
TN002N    1.38E-15  1.38E-15 SAR, SAR
ED000E    1.60E-15  1.60E-15 SAR, SAR
HN000m    3.00E-15  3.00E-15 SAR, SAR
GU9000    2.17E-14  2.17E-14 SAR, SAR
TT003F    1.97E-15  1.97E-15 SAR, SAR
GH000L    3.55E-14  3.55E-14 SAR, SAR
TH0014    1.06E-14  1.06E-14 SAR, SAR
TH003o    3.41E-14  3.41E-14 SAR, SAR
GN0006    5.93E-16  5.93E-16 SAR, SAR
AO6001    1.88E-15  1.88E-15 SAR, SAR
TP900A    1.03E-14  1.03E-14 SAR, SAR
GN7008    4.77E-16  4.77E-16 SAR, SAR
HN900X    4.52E-14  4.52E-14 SAR, SAR
HD700t    2.18E-14  2.18E-14 SAR, SAR
GN700A    1.01E-15  1.01E-15 SAR, SAR
PK6001    8.59E-16  8.59E-16 SAR, SAR
PH7006    1.08E-15  1.08E-15 SAR, SAR
HN0006    3.58E-16  3.58E-16 SAR, SAR
NN900R    5.42E-15  5.42E-15 SAR, SAR
TT000o    8.72E-16  8.72E-16 SAR, SAR
TH7007    4.23E-15  4.23E-15 SAR, SAR
TH000e    7.58E-16  7.58E-16 SAR, SAR
ND700y    1.88E-14  1.88E-14 SAR, SAR
HK600A    9.58E-16  9.58E-16 SAR, SAR
TH0039    2.50E-15  2.50E-15 SAR, SAR
TH004D    3.41E-14  3.41E-14 SAR, SAR
ND900T    1.84E-14  1.84E-14 SAR, SAR
TH901d    6.66E-16  6.66E-16 SAR, SAR
HN0012    2.24E-14  2.24E-14 SAR, SAR
AH7003    3.08E-15  3.08E-15 SAR, SAR
HN600G    4.26E-16  4.26E-16 SAR, SAR
HU900C    2.66E-14  2.66E-14 SAR, SAR
TN001K    2.38E-14  2.38E-14 SAR, SAR
GN8003    4.87E-14  4.87E-14 SAR, SAR
HH600K    5.46E-17  5.46E-17 SAR, SAR
HH3000    1.92E-14  1.92E-14 SAR, SAR
AH0009    5.70E-14  5.70E-14 SAR, SAR
TH900i    2.25E-14  2.25E-14 SAR, SAR
TA7004    4.71E-16  4.71E-16 SAR, SAR
TA000W    5.75E-16  5.75E-16 SAR, SAR
NK5004    4.43E-17  4.43E-17 SAR, SAR
HN600J    1.10E-15  1.10E-15 SAR, SAR
TN001e    6.06E-14  6.06E-14 SAR, SAR
AD9000    5.74E-13  5.74E-13 SAR, SAR
TN001m    1.34E-15  1.34E-15 SAR, SAR
GK9003    1.42E-15  1.42E-15 SAR, SAR
TE900G    9.80E-14  9.80E-14 SAR, SAR
HN000l    2.24E-14  2.24E-14 SAR, SAR
TT001E    8.52E-16  8.52E-16 SAR, SAR
TN000M    7.38E-16  7.38E-16 SAR, SAR
ND000Y    2.38E-14  2.38E-14 SAR, SAR
TT000X    6.26E-15  6.26E-15 SAR, SAR
TH000M    8.78E-14  8.78E-14 SAR, SAR
TH000I    5.71E-14  5.71E-14 SAR, SAR
HN7002    2.95E-14  2.95E-14 SAR, SAR
ED8001    7.27E-13  7.27E-13 SAR, SAR
TE800G    9.79E-14  9.79E-14 SAR, SAR
TG000P    6.21E-13  6.21E-13 SAR, SAR
TT001X    9.72E-16  9.72E-16 SAR, SAR
TH001Y    7.47E-16  7.47E-16 SAR, SAR
HD5007    5.66E-13  5.66E-13 SAR, SAR
GN5002    4.52E-13  4.52E-13 SAR, SAR
GN4002    2.90E-15  2.90E-15 SAR, SAR
AK9007    1.90E-16  1.90E-16 SAR, SAR
TH900e    4.98E-14  4.98E-14 SAR, SAR
NN000U    1.43E-14  1.43E-14 SAR, SAR
HN500H    4.14E-14  4.14E-14 SAR, SAR
TH900F    1.07E-15  1.07E-15 SAR, SAR
TH901Y    3.24E-14  3.24E-14 SAR, SAR
HD900r    2.19E-14  2.19E-14 SAR, SAR
HD700q    2.59E-14  2.59E-14 SAR, SAR
HN000a    2.76E-14  2.76E-14 SAR, SAR
EN9004    2.60E-16  2.60E-16 SAR, SAR
PH6002    2.68E-16  2.68E-16 SAR, SAR
TT001V    2.83E-15  2.83E-15 SAR, SAR
PK9002    2.11E-15  2.11E-15 SAR, SAR
HN4006    4.10E-15  4.10E-15 SAR, SAR
PH000N    5.09E-16  5.09E-16 SAR, SAR
HH900a    2.20E-14  2.20E-14 SAR, SAR
HH700X    2.05E-14  2.05E-14 SAR, SAR
TT0046    6.02E-15  6.02E-15 SAR, SAR
TE0016    2.76E-14  2.76E-14 SAR, SAR
TA000T    5.86E-13  5.86E-13 SAR, SAR
TH901C    8.84E-14  8.84E-14 SAR, SAR
TN700E    4.14E-15  4.14E-15 SAR, SAR
HD3001    1.56E-15  1.56E-15 SAR, SAR
NN000Q    9.54E-14  9.54E-14 SAR, SAR
TD0006    2.24E-14  2.24E-14 SAR, SAR
HD901P    5.96E-13  5.96E-13 SAR, SAR
NN900a    3.09E-16  3.09E-16 SAR, SAR
HD000F    2.38E-14  2.38E-14 SAR, SAR
NN4001    1.36E-14  1.36E-14 SAR, SAR
PA9003    5.63E-14  5.63E-14 SAR, SAR
GO6002    1.77E-15  1.77E-15 SAR, SAR
PA800D    4.61E-14  4.61E-14 SAR, SAR
AH7005    5.57E-14  5.57E-14 SAR, SAR
TT0017    6.15E-16  6.15E-16 SAR, SAR
ND9011    5.63E-14  5.63E-14 SAR, SAR
EN9001    4.69E-13  4.69E-13 SAR, SAR
HN000j    2.37E-14  2.37E-14 SAR, SAR
TG000S    3.57E-16  3.57E-16 SAR, SAR
TN900t    4.06E-16  4.06E-16 SAR, SAR
TA0009    5.08E-16  5.08E-16 SAR, SAR
TP900M    2.57E-16  2.57E-16 SAR, SAR
HN900O    2.22E-14  2.22E-14 SAR, SAR
HN900N    2.22E-14  2.22E-14 SAR, SAR
DK900C    1.92E-14  1.92E-14 SAR, SAR
HH900V    5.24E-16  5.24E-16 SAR, SAR
ND600B    1.68E-14  1.68E-14 SAR, SAR
HH800O    8.34E-17  8.34E-17 SAR, SAR
HD9014    7.43E-14  7.43E-14 SAR, SAR
TT002M    4.31E-15  4.31E-15 SAR, SAR
NN9004    2.22E-14  2.22E-14 SAR, SAR
NU6005    4.06E-14  4.06E-14 SAR, SAR
TA800D    3.07E-14  3.07E-14 SAR, SAR
NN7008    3.79E-14  3.79E-14 SAR, SAR
AA9003    4.48E-14  4.48E-14 SAR, SAR
TP0007    6.51E-16  6.51E-16 SAR, SAR
TA900c    8.72E-16  8.72E-16 SAR, SAR
HN600L    5.17E-14  5.17E-14 SAR, SAR
AN0006    1.96E-16  1.96E-16 SAR, SAR
HD001B    5.61E-14  5.61E-14 SAR, SAR
DK5004    1.90E-13  1.90E-13 SAR, SAR
TH003X    1.64E-15  1.64E-15 SAR, SAR
TE000s    1.16E-13  1.16E-13 SAR, SAR
ED7000    2.75E-17  2.75E-17 SAR, SAR
NN900E    1.12E-15  1.12E-15 SAR, SAR
TT002S    6.15E-12  6.15E-12 SAR, SAR
GO6001    9.25E-16  9.25E-16 SAR, SAR
TN700I    2.90E-14  2.90E-14 SAR, SAR
ND0012    2.51E-14  2.51E-14 SAR, SAR
TH9011    1.57E-15  1.57E-15 SAR, SAR
PD0007    2.23E-14  2.23E-14 SAR, SAR
HD9018    2.20E-14  2.20E-14 SAR, SAR
DD0002    6.38E-14  6.38E-14 SAR, SAR
TN700K    4.60E-15  4.60E-15 SAR, SAR
PH9008    2.92E-16  2.92E-16 SAR, SAR
AN700H    1.46E-15  1.46E-15 SAR, SAR
TT0012    3.13E-15  3.13E-15 SAR, SAR
TN0024    1.04E-14  1.04E-14 SAR, SAR
GN6004    1.92E-14  1.92E-14 SAR, SAR
GN5003    3.26E-15  3.26E-15 SAR, SAR
TH002O    2.43E-14  2.43E-14 SAR, SAR
TN002C    5.75E-13  5.75E-13 SAR, SAR
GH9005    7.43E-12  7.43E-12 SAR, SAR
HD3004    4.92E-15  4.92E-15 SAR, SAR
AU6001    5.27E-15  5.27E-15 SAR, SAR
TH000p    4.78E-16  4.78E-16 SAR, SAR
TH003A    5.05E-14  5.05E-14 SAR, SAR
TT001y    1.09E-15  1.09E-15 SAR, SAR
PA9009    4.46E-14  4.46E-14 SAR, SAR
AD3000    1.55E-15  1.55E-15 SAR, SAR
TE000x    9.80E-14  9.80E-14 SAR, SAR
TH002i    2.32E-15  2.32E-15 SAR, SAR
ND900H    3.27E-14  3.27E-14 SAR, SAR
GO4001    2.41E-17  2.41E-17 SAR, SAR
GN7006    7.09E-15  7.09E-15 SAR, SAR
PN7000    5.38E-14  5.38E-14 SAR, SAR
TH003R    8.58E-14  8.58E-14 SAR, SAR
TH003Q    5.11E-14  5.11E-14 SAR, SAR
GN2000    1.64E-17  1.64E-17 SAR, SAR
TH900L    6.66E-16  6.66E-16 SAR, SAR
ND7008    9.13E-15  9.13E-15 SAR, SAR
HN700h    2.04E-14  2.04E-14 SAR, SAR
AD8006    9.79E-15  9.79E-15 SAR, SAR
AD5002    8.09E-15  8.09E-15 SAR, SAR
TD9003    7.93E-14  7.93E-14 SAR, SAR
TK8002    4.84E-16  4.84E-16 SAR, SAR
TN000T    5.75E-14  5.75E-14 SAR, SAR
TG8008    2.16E-14  2.16E-14 SAR, SAR
GN700G    2.15E-15  2.15E-15 SAR, SAR
TT001A    7.06E-16  7.06E-16 SAR, SAR
GH6002    1.92E-14  1.92E-14 SAR, SAR
GN3000    1.10E-16  1.10E-16 SAR, SAR
TG9008    1.03E-14  1.03E-14 SAR, SAR
NN000b    3.84E-16  3.84E-16 SAR, SAR
NN700H    7.37E-14  7.37E-14 SAR, SAR
NN5000    4.76E-14  4.76E-14 SAR, SAR
EN8003    1.14E-13  1.14E-13 SAR, SAR
TN000W    8.81E-14  8.81E-14 SAR, SAR
AK3000    6.40E-19  6.40E-19 SAR, SAR
TK6001    3.96E-15  3.96E-15 SAR, SAR
DK6009    1.54E-14  1.54E-14 SAR, SAR
PN4000    2.73E-14  2.73E-14 SAR, SAR
ND701G    1.71E-14  1.71E-14 SAR, SAR
TN000s    5.64E-14  5.64E-14 SAR, SAR
TN900G    4.32E-16  4.32E-16 SAR, SAR
TP900Q    2.80E-16  2.80E-16 SAR, SAR
HH900c    4.68E-15  4.68E-15 SAR, SAR
NN900W    5.01E-16  5.01E-16 SAR, SAR
TN0013    4.25E-15  4.25E-15 SAR, SAR
AH4000    1.35E-14  1.35E-14 SAR, SAR
HU8003    1.41E-16  1.41E-16 SAR, SAR
HU0005    8.28E-15  8.28E-15 SAR, SAR
NN900Y    6.68E-14  6.68E-14 SAR, SAR
NN700X    2.08E-14  2.08E-14 SAR, SAR
AN700K    3.13E-16  3.13E-16 SAR, SAR
NN600C    5.24E-15  5.24E-15 SAR, SAR
EP8000    1.14E-13  1.14E-13 SAR, SAR
EH9007    1.11E-13  1.11E-13 SAR, SAR
ED8005    7.38E-13  7.38E-13 SAR, SAR
HN001E    2.14E-15  2.14E-15 SAR, SAR
HU7001    8.41E-15  8.41E-15 SAR, SAR
NN700S    5.05E-14  5.05E-14 SAR, SAR
TH003J    1.92E-14  1.92E-14 SAR, SAR
PU7000    1.33E-14  1.33E-14 SAR, SAR
HU7007    2.76E-14  2.76E-14 SAR, SAR
HH000o    2.72E-14  2.72E-14 SAR, SAR
TG000T    5.86E-13  5.86E-13 SAR, SAR
PN000C    7.81E-16  7.81E-16 SAR, SAR
ND000S    4.74E-14  4.74E-14 SAR, SAR
TH901a    1.03E-14  1.03E-14 SAR, SAR
TH002k    2.26E-15  2.26E-15 SAR, SAR
NK6009    1.30E-15  1.30E-15 SAR, SAR
TH900c    2.44E-15  2.44E-15 SAR, SAR
NN000f    2.51E-14  2.51E-14 SAR, SAR
NN900b    1.08E-15  1.08E-15 SAR, SAR
TA800K    2.99E-16  2.99E-16 SAR, SAR
GK7008    2.04E-15  2.04E-15 SAR, SAR
HN001Z    2.25E-14  2.25E-14 SAR, SAR
TH001t    3.01E-16  3.01E-16 SAR, SAR
TH901G    6.15E-12  6.15E-12 SAR, SAR
AD6001    2.84E-14  2.84E-14 SAR, SAR
HN901H    2.59E-14  2.59E-14 SAR, SAR
HN901G    2.59E-14  2.59E-14 SAR, SAR
HH900d    2.22E-14  2.22E-14 SAR, SAR
NN800J    3.77E-16  3.77E-16 SAR, SAR
PU8001    3.35E-15  3.35E-15 SAR, SAR
ND600J    1.90E-14  1.90E-14 SAR, SAR
ND000j    5.56E-14  5.56E-14 SAR, SAR
ND000i    5.56E-14  5.56E-14 SAR, SAR
TN001H    2.45E-15  2.45E-15 SAR, SAR
TH901k    2.22E-14  2.22E-14 SAR, SAR
HD600S    2.60E-14  2.60E-14 SAR, SAR
HN000A    3.63E-16  3.63E-16 SAR, SAR
GN0007    4.58E-14  4.58E-14 SAR, SAR
ND800A    5.46E-14  5.46E-14 SAR, SAR
TG8007    4.25E-15  4.25E-15 SAR, SAR
ND900w    3.26E-14  3.26E-14 SAR, SAR
ND9004    4.41E-12  4.41E-12 SAR, SAR
PA900H    2.65E-15  2.65E-15 SAR, SAR
TH901D    6.62E-14  6.62E-14 SAR, SAR
HN001I    2.25E-14  2.25E-14 SAR, SAR
HN900i    7.96E-16  7.96E-16 SAR, SAR
DD9003    6.18E-13  6.18E-13 SAR, SAR
GH8006    2.14E-14  2.14E-14 SAR, SAR
NK6003    8.64E-17  8.64E-17 SAR, SAR
HN901o    2.22E-14  2.22E-14 SAR, SAR
HN901J    2.22E-14  2.22E-14 SAR, SAR
TT002B    5.32E-15  5.32E-15 SAR, SAR
TA000R    4.01E-15  4.01E-15 SAR, SAR
EH9006    4.04E-15  4.04E-15 SAR, SAR
TA000a    6.51E-16  6.51E-16 SAR, SAR
HN9016    3.21E-14  3.21E-14 SAR, SAR
TA800o    1.18E-15  1.18E-15 SAR, SAR
DK4002    1.02E-14  1.02E-14 SAR, SAR
AH800f    4.84E-16  4.84E-16 SAR, SAR
AH500E    4.10E-16  4.10E-16 SAR, SAR
TH003r    3.32E-14  3.32E-14 SAR, SAR
HH900Z    2.21E-14  2.21E-14 SAR, SAR
TN0029    2.62E-15  2.62E-15 SAR, SAR
PA900G    2.00E-16  2.00E-16 SAR, SAR
PA6006    1.29E-15  1.29E-15 SAR, SAR
AD800B    2.14E-14  2.14E-14 SAR, SAR
GD6003    3.01E-14  3.01E-14 SAR, SAR
TT002m    6.63E-13  6.63E-13 SAR, SAR
EN0009    1.11E-13  1.11E-13 SAR, SAR
PA4000    1.28E-15  1.28E-15 SAR, SAR
DD9004    4.25E-14  4.25E-14 SAR, SAR
TT003e    3.32E-14  3.32E-14 SAR, SAR
ND4005    2.19E-14  2.19E-14 SAR, SAR
KK800B    1.01E-15  1.01E-15 SAR, SAR
TN6003    3.17E-16  3.17E-16 SAR, SAR
TN0025    5.07E-14  5.07E-14 SAR, SAR
GH8005    2.14E-14  2.14E-14 SAR, SAR
TN0015    2.29E-14  2.29E-14 SAR, SAR
AH800K    2.06E-16  2.06E-16 SAR, SAR
AH5007    1.30E-15  1.30E-15 SAR, SAR
ND4009    2.21E-12  2.21E-12 SAR, SAR
NN900Q    7.28E-15  7.28E-15 SAR, SAR
ND8002    5.73E-13  5.73E-13 SAR, SAR
NU700A    1.50E-14  1.50E-14 SAR, SAR
NN000e    1.88E-14  1.88E-14 SAR, SAR
NN000d    1.87E-14  1.87E-14 SAR, SAR
PK9009    1.48E-15  1.48E-15 SAR, SAR
HK800G    1.56E-15  1.56E-15 SAR, SAR
ND600O    4.50E-14  4.50E-14 SAR, SAR
TT003a    6.73E-16  6.73E-16 SAR, SAR
TG900B    2.23E-14  2.23E-14 SAR, SAR
TN800A    5.55E-14  5.55E-14 SAR, SAR
TH901h    4.98E-14  4.98E-14 SAR, SAR
TN001T    2.40E-14  2.40E-14 SAR, SAR
HN9015    1.94E-14  1.94E-14 SAR, SAR
NN9012    3.18E-14  3.18E-14 SAR, SAR
TT0023    1.09E-15  1.09E-15 SAR, SAR
TH901K    2.09E-14  2.09E-14 SAR, SAR
PD8005    1.77E-14  1.77E-14 SAR, SAR
HH900B    4.03E-16  4.03E-16 SAR, SAR
TT003Q    4.69E-16  4.69E-16 SAR, SAR
TE900L    9.28E-14  9.28E-14 SAR, SAR
TN001o    2.79E-16  2.79E-16 SAR, SAR
HD700o    1.88E-14  1.88E-14 SAR, SAR
AN9003    2.32E-16  2.32E-16 SAR, SAR
TH901V    4.36E-15  4.36E-15 SAR, SAR
TT002f    1.62E-13  1.62E-13 SAR, SAR
NN6007    1.01E-15  1.01E-15 SAR, SAR
ND4008    3.92E-14  3.92E-14 SAR, SAR
GH9009    5.92E-17  5.92E-17 SAR, SAR
TN7002    2.30E-15  2.30E-15 SAR, SAR
TN000E    5.58E-16  5.58E-16 SAR, SAR
NN600H    1.47E-15  1.47E-15 SAR, SAR
AH700J    5.38E-14  5.38E-14 SAR, SAR
AH000H    5.69E-14  5.69E-14 SAR, SAR
HN5000    4.76E-14  4.76E-14 SAR, SAR
DO3000    2.74E-13  2.74E-13 SAR, SAR
HD6005    4.40E-12  4.40E-12 SAR, SAR
HD3000    2.15E-12  2.15E-12 SAR, SAR
PN3000    1.30E-15  1.30E-15 SAR, SAR
NN700N    4.58E-13  4.58E-13 SAR, SAR
TH700t    2.87E-14  2.87E-14 SAR, SAR
PD4000    4.75E-15  4.75E-15 SAR, SAR
