TREF TMECH 298.0 298.0
CH3O2      1.30E-12  1.30E-12 DATA, COPY
DK900U    1.86E-14  1.86E-14 SAR, SAR
DK900T    1.83E-14  1.83E-14 SAR, SAR
NU900B    2.84E-15  2.84E-15 SAR, SAR
HD600X    4.01E-14  4.01E-14 SAR, SAR
TD7002    2.87E-14  2.87E-14 SAR, SAR
DK700S    9.07E-15  9.07E-15 SAR, SAR
GU9005    7.44E-12  7.44E-12 SAR, SAR
TT0042    1.20E-14  1.20E-14 SAR, SAR
UD0002    1.61E-14  1.61E-14 SAR, SAR
TN002H    4.46E-15  4.46E-15 SAR, SAR
ND900p    2.23E-14  2.23E-14 SAR, SAR
HN800C    2.34E-14  2.34E-14 SAR, SAR
TN800G    2.27E-14  2.27E-14 SAR, SAR
NN3000    9.12E-16  9.12E-16 SAR, SAR
DK600D    2.98E-13  2.98E-13 SAR, SAR
TK000D    1.12E-14  1.12E-14 SAR, SAR
DO5002    1.83E-14  1.83E-14 SAR, SAR
HD500L    1.71E-14  1.71E-14 SAR, SAR
HK600D    4.01E-16  4.01E-16 SAR, SAR
HK600C    7.32E-17  7.32E-17 SAR, SAR
HK4003    1.15E-15  1.15E-15 SAR, SAR
HD600Y    2.59E-14  2.59E-14 SAR, SAR
TN9017    2.30E-14  2.30E-14 SAR, SAR
NU7003    1.64E-14  1.64E-14 SAR, SAR
NN4008    8.47E-16  8.47E-16 SAR, SAR
DK900Z    8.11E-14  8.11E-14 SAR, SAR
NK5008    1.70E-17  1.70E-17 SAR, SAR
PU9001    1.76E-14  1.76E-14 SAR, SAR
PH9004    3.99E-15  3.99E-15 SAR, SAR
HU700B    4.09E-14  4.09E-14 SAR, SAR
HH700W    2.18E-14  2.18E-14 SAR, SAR
HD7013    7.04E-14  7.04E-14 SAR, SAR
HD700x    3.09E-14  3.09E-14 SAR, SAR
DO3002    6.69E-15  6.69E-15 SAR, SAR
DD5006    4.72E-13  4.72E-13 SAR, SAR
PK5002    8.06E-16  8.06E-16 SAR, SAR
ND900n    2.23E-14  2.23E-14 SAR, SAR
ND900l    2.20E-14  2.20E-14 SAR, SAR
PD4003    1.47E-14  1.47E-14 SAR, SAR
DK900P    4.60E-13  4.60E-13 SAR, SAR
GK0007    1.42E-15  1.42E-15 SAR, SAR
UD900G    2.75E-14  2.75E-14 SAR, SAR
HD600a    4.56E-14  4.56E-14 SAR, SAR
DD6008    4.92E-13  4.92E-13 SAR, SAR
TA900o    5.39E-14  5.39E-14 SAR, SAR
AH900A    4.01E-15  4.01E-15 SAR, SAR
TN001y    4.61E-13  4.61E-13 SAR, SAR
AN600A    2.04E-14  2.04E-14 SAR, SAR
TT0049    4.89E-15  4.89E-15 SAR, SAR
NU900I    1.96E-14  1.96E-14 SAR, SAR
NU900F    4.07E-14  4.07E-14 SAR, SAR
PD6008    2.05E-14  2.05E-14 SAR, SAR
DK700O    2.07E-14  2.07E-14 SAR, SAR
HD901H    2.59E-14  2.59E-14 SAR, SAR
ND700x    1.00E-14  1.00E-14 SAR, SAR
ND900y    3.58E-14  3.58E-14 SAR, SAR
HK4006    2.03E-15  2.03E-15 SAR, SAR
TH901x    2.46E-15  2.46E-15 SAR, SAR
ND900z    7.92E-14  7.92E-14 SAR, SAR
ND000t    2.27E-14  2.27E-14 SAR, SAR
ND000r    2.24E-14  2.24E-14 SAR, SAR
TN002K    5.50E-14  5.50E-14 SAR, SAR
HD901E    2.40E-14  2.40E-14 SAR, SAR
ND3003    2.80E-13  2.80E-13 SAR, SAR
NU900L    2.02E-14  2.02E-14 SAR, SAR
TP800F    1.92E-13  1.92E-13 SAR, SAR
HH600D    3.08E-16  3.08E-16 SAR, SAR
ND7014    2.35E-14  2.35E-14 SAR, SAR
ND7012    2.16E-14  2.16E-14 SAR, SAR
ND9019    6.69E-14  6.69E-14 SAR, SAR
DK900S    1.98E-13  1.98E-13 SAR, SAR
HK500B    8.11E-16  8.11E-16 SAR, SAR
UD700Q    4.48E-13  4.48E-13 SAR, SAR
NU7004    1.11E-13  1.11E-13 SAR, SAR
HK600J    8.23E-16  8.23E-16 SAR, SAR
PN8004    2.15E-14  2.15E-14 SAR, SAR
HD500S    1.80E-14  1.80E-14 SAR, SAR
PN700F    1.03E-15  1.03E-15 SAR, SAR
HN3003    9.12E-16  9.12E-16 SAR, SAR
DK800E    1.77E-14  1.77E-14 SAR, SAR
GK6002    3.19E-16  3.19E-16 SAR, SAR
UK8003    9.93E-15  9.93E-15 SAR, SAR
UD0004    4.46E-13  4.46E-13 SAR, SAR
TN900p    2.76E-14  2.76E-14 SAR, SAR
ND900Y    7.06E-14  7.06E-14 SAR, SAR
NU700P    1.68E-13  1.68E-13 SAR, SAR
HD6002    2.76E-14  2.76E-14 SAR, SAR
ND9013    2.59E-14  2.59E-14 SAR, SAR
TN700T    2.45E-14  2.45E-14 SAR, SAR
HD701F    2.19E-14  2.19E-14 SAR, SAR
AU6002    3.09E-13  3.09E-13 SAR, SAR
PH6005    2.48E-16  2.48E-16 SAR, SAR
PD4002    2.15E-14  2.15E-14 SAR, SAR
HH5008    2.63E-16  2.63E-16 SAR, SAR
HD4008    1.50E-14  1.50E-14 SAR, SAR
GD5003    2.33E-14  2.33E-14 SAR, SAR
TN002S    2.43E-14  2.43E-14 SAR, SAR
ND901O    3.28E-14  3.28E-14 SAR, SAR
ND900k    4.61E-13  4.61E-13 SAR, SAR
AU6000    1.60E-11  1.60E-11 SAR, SAR
PH700F    2.93E-16  2.93E-16 SAR, SAR
HN701B    3.25E-14  3.25E-14 SAR, SAR
HH600P    1.08E-15  1.08E-15 SAR, SAR
ND901G    1.10E-14  1.10E-14 SAR, SAR
TE900R    9.88E-14  9.88E-14 SAR, SAR
TE800N    1.85E-13  1.85E-13 SAR, SAR
ED8006    1.14E-13  1.14E-13 SAR, SAR
ND800M    4.36E-14  4.36E-14 SAR, SAR
TG8009    9.60E-12  9.60E-12 SAR, SAR
NU800G    5.09E-15  5.09E-15 SAR, SAR
TN002P    2.34E-14  2.34E-14 SAR, SAR
ND900r    4.60E-13  4.60E-13 SAR, SAR
NK900U    2.32E-15  2.32E-15 SAR, SAR
ND700Z    3.32E-14  3.32E-14 SAR, SAR
PH6006    9.83E-16  9.83E-16 SAR, SAR
PD5002    2.16E-14  2.16E-14 SAR, SAR
HH5009    9.83E-16  9.83E-16 SAR, SAR
HK600G    2.85E-15  2.85E-15 SAR, SAR
NU800M    1.83E-14  1.83E-14 SAR, SAR
NU800J    1.87E-14  1.87E-14 SAR, SAR
TN0022    2.80E-14  2.80E-14 SAR, SAR
ND700t    4.26E-14  4.26E-14 SAR, SAR
ND000h    7.17E-14  7.17E-14 SAR, SAR
UD6008    1.01E-11  1.01E-11 SAR, SAR
U03000    9.49E-15  9.49E-15 DATA, DATA
PU7001    7.09E-16  7.09E-16 SAR, SAR
PU5001    2.59E-15  2.59E-15 SAR, SAR
HU700S    8.36E-12  8.36E-12 SAR, SAR
HU700J    4.24E-15  4.24E-15 SAR, SAR
HU6007    1.06E-13  1.06E-13 SAR, SAR
HU5004    1.91E-14  1.91E-14 SAR, SAR
HU4000    1.23E-12  1.23E-12 SAR, SAR
HH800D    8.10E-12  8.10E-12 SAR, SAR
HH700c    1.67E-13  1.67E-13 SAR, SAR
HH700a    8.36E-12  8.36E-12 SAR, SAR
HH700Z    1.98E-14  1.98E-14 SAR, SAR
HH700Y    1.60E-11  1.60E-11 SAR, SAR
DK500C    1.46E-14  1.46E-14 SAR, SAR
HK900W    4.11E-15  4.11E-15 SAR, SAR
PD7004    5.46E-14  5.46E-14 SAR, SAR
HD3006    2.00E-14  2.00E-14 SAR, SAR
UK7003    5.30E-16  5.30E-16 SAR, SAR
UD700a    3.11E-15  3.11E-15 SAR, SAR
UD700X    2.75E-15  2.75E-15 SAR, SAR
TN800D    2.55E-14  2.55E-14 SAR, SAR
ND800B    4.27E-14  4.27E-14 SAR, SAR
AN700D    6.45E-15  6.45E-15 SAR, SAR
HD701E    2.19E-14  2.19E-14 SAR, SAR
ND901F    5.07E-14  5.07E-14 SAR, SAR
HD800Q    2.52E-14  2.52E-14 SAR, SAR
AH700H    2.93E-16  2.93E-16 SAR, SAR
UK6001    1.99E-16  1.99E-16 SAR, SAR
HU800L    8.64E-11  8.64E-11 SAR, SAR
HH800K    8.22E-15  8.22E-15 SAR, SAR
HH800F    9.01E-13  9.01E-13 SAR, SAR
DK000H    2.94E-14  2.94E-14 SAR, SAR
HO4000    4.72E-15  4.72E-15 SAR, SAR
HK900X    3.41E-15  3.41E-15 SAR, SAR
TN700b    2.08E-14  2.08E-14 SAR, SAR
DD700F    3.77E-14  3.77E-14 SAR, SAR
UD600A    3.06E-15  3.06E-15 SAR, SAR
ND800H    2.39E-14  2.39E-14 SAR, SAR
ND701F    4.35E-14  4.35E-14 SAR, SAR
PD7005    3.04E-14  3.04E-14 SAR, SAR
GG8001    1.01E-15  1.01E-15 SAR, SAR
OO6002    1.95E-15  1.95E-15 SAR, SAR
TH700p    1.59E-12  1.59E-12 SAR, SAR
HK500A    2.50E-15  2.50E-15 SAR, SAR
NN5009    6.00E-17  6.00E-17 SAR, SAR
HK5005    3.59E-16  3.59E-16 SAR, SAR
NU900C    2.05E-14  2.05E-14 SAR, SAR
HK600H    9.24E-16  9.24E-16 SAR, SAR
PA800I    1.01E-15  1.01E-15 SAR, SAR
PA800H    1.01E-15  1.01E-15 SAR, SAR
AH800Z    2.15E-14  2.15E-14 SAR, SAR
AH700I    1.03E-15  1.03E-15 SAR, SAR
AH4001    8.98E-16  8.98E-16 SAR, SAR
TA800q    2.16E-14  2.16E-14 SAR, SAR
HD500R    2.07E-14  2.07E-14 SAR, SAR
ND901B    5.25E-14  5.25E-14 SAR, SAR
KK6007    6.40E-16  6.40E-16 SAR, SAR
TP800G    9.60E-12  9.60E-12 SAR, SAR
TH700o    9.60E-12  9.60E-12 SAR, SAR
TH700l    9.60E-12  9.60E-12 SAR, SAR
HN800l    4.03E-15  4.03E-15 SAR, SAR
KO6000    4.07E-15  4.07E-15 SAR, SAR
AD800J    2.26E-14  2.26E-14 SAR, SAR
DD4005    2.26E-14  2.26E-14 SAR, SAR
HK600I    9.57E-16  9.57E-16 SAR, SAR
PN700G    1.80E-15  1.80E-15 SAR, SAR
TN9011    1.03E-14  1.03E-14 SAR, SAR
ND900v    1.03E-14  1.03E-14 SAR, SAR
ND600R    1.02E-14  1.02E-14 SAR, SAR
HD700y    2.21E-14  2.21E-14 SAR, SAR
ND901S    2.66E-14  2.66E-14 SAR, SAR
AK5002    1.28E-15  1.28E-15 SAR, SAR
AD800I    2.33E-14  2.33E-14 SAR, SAR
ND9012    2.59E-14  2.59E-14 SAR, SAR
TE0019    1.17E-13  1.17E-13 SAR, SAR
ED000F    1.11E-13  1.11E-13 SAR, SAR
TA900p    2.32E-14  2.32E-14 SAR, SAR
DK800F    2.52E-14  2.52E-14 SAR, SAR
NU900J    9.89E-13  9.89E-13 SAR, SAR
NU900H    6.72E-15  6.72E-15 SAR, SAR
NU900G    1.55E-12  1.55E-12 SAR, SAR
NU900E    7.61E-12  7.61E-12 SAR, SAR
ND901P    3.65E-14  3.65E-14 SAR, SAR
HK900S    2.25E-15  2.25E-15 SAR, SAR
ND400B    5.57E-15  5.57E-15 SAR, SAR
KK4001    6.30E-16  6.30E-16 SAR, SAR
HH600F    1.08E-15  1.08E-15 SAR, SAR
NK900N    6.16E-15  6.16E-15 SAR, SAR
ND000s    2.76E-14  2.76E-14 SAR, SAR
ND600W    9.06E-15  9.06E-15 SAR, SAR
TN002Q    2.36E-14  2.36E-14 SAR, SAR
AU9002    1.56E-11  1.56E-11 SAR, SAR
NN700t    2.18E-14  2.18E-14 SAR, SAR
AD7005    5.55E-14  5.55E-14 SAR, SAR
ND7015    2.57E-14  2.57E-14 SAR, SAR
ND7013    2.84E-14  2.84E-14 SAR, SAR
ND600S    8.24E-15  8.24E-15 SAR, SAR
KK9007    1.94E-15  1.94E-15 SAR, SAR
DK000I    2.47E-14  2.47E-14 SAR, SAR
GO3000    2.02E-15  2.02E-15 SAR, SAR
ND700q    3.24E-14  3.24E-14 SAR, SAR
TN9016    2.23E-14  2.23E-14 SAR, SAR
TN9015    2.21E-14  2.21E-14 SAR, SAR
HO6003    2.70E-15  2.70E-15 SAR, SAR
HO6002    1.75E-15  1.75E-15 SAR, SAR
HD7008    2.13E-14  2.13E-14 SAR, SAR
NU700b    1.92E-14  1.92E-14 SAR, SAR
AU9005    7.44E-12  7.44E-12 SAR, SAR
KK4002    1.28E-18  1.28E-18 SAR, SAR
NK900R    1.15E-15  1.15E-15 SAR, SAR
PH700G    1.06E-15  1.06E-15 SAR, SAR
HN500F    1.83E-14  1.83E-14 SAR, SAR
TT900h    4.77E-15  4.77E-15 SAR, SAR
GU9001    9.62E-12  9.62E-12 SAR, SAR
GH9004    9.60E-12  9.60E-12 SAR, SAR
GK5002    8.06E-16  8.06E-16 SAR, SAR
ND800P    2.76E-14  2.76E-14 SAR, SAR
GD4002    1.47E-14  1.47E-14 SAR, SAR
DO7001    2.28E-14  2.28E-14 SAR, SAR
TT004E    3.72E-14  3.72E-14 SAR, SAR
NN600P    5.32E-17  5.32E-17 SAR, SAR
KO9001    8.02E-15  8.02E-15 SAR, SAR
PD8006    7.65E-14  7.65E-14 SAR, SAR
HD4002    1.43E-14  1.43E-14 SAR, SAR
NU800H    5.68E-13  5.68E-13 SAR, SAR
GD6006    2.05E-14  2.05E-14 SAR, SAR
HH800E    3.37E-12  3.37E-12 SAR, SAR
HH700f    1.14E-14  1.14E-14 SAR, SAR
HH700b    8.35E-12  8.35E-12 SAR, SAR
NU800N    8.04E-13  8.04E-13 SAR, SAR
NU800L    4.79E-12  4.79E-12 SAR, SAR
NU800K    5.10E-12  5.10E-12 SAR, SAR
PN4004    2.05E-15  2.05E-15 SAR, SAR
HN3004    2.07E-15  2.07E-15 SAR, SAR
HD9019    3.39E-14  3.39E-14 SAR, SAR
ND500J    1.71E-14  1.71E-14 SAR, SAR
UK7005    6.72E-14  6.72E-14 SAR, SAR
UK7004    1.22E-14  1.22E-14 SAR, SAR
TG800B    1.92E-13  1.92E-13 SAR, SAR
TH800A    5.27E-14  5.27E-14 SAR, SAR
TE8006    2.89E-16  2.89E-16 SAR, SAR
HD8007    6.99E-14  6.99E-14 SAR, SAR
ND3004    1.89E-14  1.89E-14 SAR, SAR
DD700A    5.13E-14  5.13E-14 SAR, SAR
GN8004    2.15E-14  2.15E-14 SAR, SAR
TD000V    6.52E-14  6.52E-14 SAR, SAR
PU6004    5.61E-15  5.61E-15 SAR, SAR
GN700E    1.03E-15  1.03E-15 SAR, SAR
PH600A    1.45E-17  1.45E-17 SAR, SAR
PH4004    4.06E-18  4.06E-18 SAR, SAR
NU7001    3.27E-13  3.27E-13 SAR, SAR
TD000S    6.54E-14  6.54E-14 SAR, SAR
DD700G    4.17E-14  4.17E-14 SAR, SAR
DD000G    4.31E-14  4.31E-14 SAR, SAR
HN701A    2.18E-14  2.18E-14 SAR, SAR
ND7011    7.04E-14  7.04E-14 SAR, SAR
AK6002    3.19E-16  3.19E-16 SAR, SAR
GH6004    2.48E-16  2.48E-16 SAR, SAR
GD4000    2.15E-14  2.15E-14 SAR, SAR
NU700B    4.09E-14  4.09E-14 SAR, SAR
GH700F    2.93E-16  2.93E-16 SAR, SAR
UD800B    3.23E-15  3.23E-15 SAR, SAR
PU8000    6.82E-15  6.82E-15 SAR, SAR
HU800S    1.22E-14  1.22E-14 SAR, SAR
HU800D    1.83E-14  1.83E-14 SAR, SAR
TK9008    1.52E-15  1.52E-15 SAR, SAR
KK9006    8.19E-16  8.19E-16 SAR, SAR
KK6008    1.91E-15  1.91E-15 SAR, SAR
ND600Z    4.56E-14  4.56E-14 SAR, SAR
UD5004    4.86E-15  4.86E-15 SAR, SAR
PU9003    1.17E-14  1.17E-14 SAR, SAR
HU800A    1.87E-14  1.87E-14 SAR, SAR
OO6003    2.91E-15  2.91E-15 SAR, SAR
GH6005    9.83E-16  9.83E-16 SAR, SAR
GD5002    2.16E-14  2.16E-14 SAR, SAR
TT004J    5.71E-15  5.71E-15 SAR, SAR
HU700H    5.62E-15  5.62E-15 SAR, SAR
HH500H    2.04E-17  2.04E-17 SAR, SAR
KO5004    8.33E-16  8.33E-16 SAR, SAR
TA800j    9.60E-12  9.60E-12 SAR, SAR
GU7001    5.67E-13  5.67E-13 SAR, SAR
GU5001    5.26E-12  5.26E-12 SAR, SAR
ND800L    2.53E-14  2.53E-14 SAR, SAR
GD7004    5.46E-14  5.46E-14 SAR, SAR
ND901E    2.32E-14  2.32E-14 SAR, SAR
NK4003    1.15E-15  1.15E-15 SAR, SAR
ND6006    2.76E-14  2.76E-14 SAR, SAR
TD000X    4.30E-14  4.30E-14 SAR, SAR
ND5008    6.86E-15  6.86E-15 SAR, SAR
ND901D    2.39E-14  2.39E-14 SAR, SAR
GD7005    3.04E-14  3.04E-14 SAR, SAR
NK600G    4.01E-16  4.01E-16 SAR, SAR
NK600F    7.32E-17  7.32E-17 SAR, SAR
DD700E    5.05E-14  5.05E-14 SAR, SAR
KK5002    3.16E-16  3.16E-16 SAR, SAR
AG8006    1.01E-15  1.01E-15 SAR, SAR
AG8005    1.01E-15  1.01E-15 SAR, SAR
TG800C    9.60E-12  9.60E-12 SAR, SAR
NU700c    5.26E-12  5.26E-12 SAR, SAR
PN9006    3.99E-15  3.99E-15 SAR, SAR
HN7014    2.18E-14  2.18E-14 SAR, SAR
PU3000    4.56E-18  4.56E-18 SAR, SAR
HN7016    1.98E-14  1.98E-14 SAR, SAR
TK900C    1.31E-15  1.31E-15 SAR, SAR
DK900m    4.52E-14  4.52E-14 SAR, SAR
GN700F    1.80E-15  1.80E-15 SAR, SAR
DD700B    3.86E-14  3.86E-14 SAR, SAR
TT004W    4.81E-15  4.81E-15 SAR, SAR
TT004T    5.71E-15  5.71E-15 SAR, SAR
TK900B    8.09E-15  8.09E-15 SAR, SAR
NU700N    8.36E-12  8.36E-12 SAR, SAR
HN701G    8.36E-12  8.36E-12 SAR, SAR
HN701F    1.60E-11  1.60E-11 SAR, SAR
TD900I    3.22E-14  3.22E-14 SAR, SAR
HN701C    3.07E-14  3.07E-14 SAR, SAR
UD900E    3.38E-13  3.38E-13 SAR, SAR
UD600C    3.13E-13  3.13E-13 SAR, SAR
TU9007    3.34E-13  3.34E-13 SAR, SAR
HU900F    6.88E-15  6.88E-15 SAR, SAR
HU6009    8.04E-15  8.04E-15 SAR, SAR
TU7001    1.94E-13  1.94E-13 SAR, SAR
TE8007    4.26E-15  4.26E-15 SAR, SAR
ED8003    2.15E-14  2.15E-14 SAR, SAR
ED5001    1.87E-14  1.87E-14 SAR, SAR
AD5004    1.88E-14  1.88E-14 SAR, SAR
TN700U    1.59E-12  1.59E-12 SAR, SAR
HD001F    3.63E-14  3.63E-14 SAR, SAR
HU4001    2.24E-16  2.24E-16 SAR, SAR
TN700V    9.60E-12  9.60E-12 SAR, SAR
TD7003    3.27E-14  3.27E-14 SAR, SAR
DK700T    1.30E-14  1.30E-14 SAR, SAR
TD8006    1.37E-14  1.37E-14 SAR, SAR
DD8005    3.10E-14  3.10E-14 SAR, SAR
TD000Z    5.51E-14  5.51E-14 SAR, SAR
DD000J    9.66E-14  9.66E-14 SAR, SAR
TD000e    3.38E-14  3.38E-14 SAR, SAR
TD000W    5.53E-14  5.53E-14 SAR, SAR
TD000U    5.49E-14  5.49E-14 SAR, SAR
DD000I    5.48E-14  5.48E-14 SAR, SAR
TD8008    5.19E-14  5.19E-14 SAR, SAR
ND701D    3.09E-14  3.09E-14 SAR, SAR
PH6008    2.48E-16  2.48E-16 SAR, SAR
HH500G    1.03E-15  1.03E-15 SAR, SAR
HH500F    2.63E-16  2.63E-16 SAR, SAR
AO3000    2.02E-15  2.02E-15 SAR, SAR
NN700g    3.25E-14  3.25E-14 SAR, SAR
NK5007    3.19E-16  3.19E-16 SAR, SAR
HN600Z    3.08E-16  3.08E-16 SAR, SAR
GH700G    1.06E-15  1.06E-15 SAR, SAR
TN901A    1.10E-14  1.10E-14 SAR, SAR
HU700W    1.92E-14  1.92E-14 SAR, SAR
AU9001    9.62E-12  9.62E-12 SAR, SAR
AH9004    9.60E-12  9.60E-12 SAR, SAR
GD8006    7.65E-14  7.65E-14 SAR, SAR
PN6006    9.83E-16  9.83E-16 SAR, SAR
HN500L    9.83E-16  9.83E-16 SAR, SAR
TD900F    1.03E-14  1.03E-14 SAR, SAR
NU800E    8.64E-11  8.64E-11 SAR, SAR
NU600A    1.93E-14  1.93E-14 SAR, SAR
NU5001    1.91E-14  1.91E-14 SAR, SAR
HN800J    8.10E-12  8.10E-12 SAR, SAR
HN701T    7.45E-12  7.45E-12 SAR, SAR
HN7017    8.36E-12  8.36E-12 SAR, SAR
AD600A    2.05E-14  2.05E-14 SAR, SAR
GN4003    2.05E-15  2.05E-15 SAR, SAR
HN701J    1.98E-14  1.98E-14 SAR, SAR
HN800S    8.22E-15  8.22E-15 SAR, SAR
NO6003    2.70E-15  2.70E-15 SAR, SAR
NO6002    1.75E-15  1.75E-15 SAR, SAR
ND700C    2.13E-14  2.13E-14 SAR, SAR
HN701S    6.83E-15  6.83E-15 SAR, SAR
UD7008    7.91E-15  7.91E-15 SAR, SAR
UD7006    5.34E-15  5.34E-15 SAR, SAR
UD7004    3.28E-13  3.28E-13 SAR, SAR
TD000g    1.15E-14  1.15E-14 SAR, SAR
TD000Y    4.94E-13  4.94E-13 SAR, SAR
TA800l    1.92E-13  1.92E-13 SAR, SAR
GU6004    5.61E-15  5.61E-15 SAR, SAR
GH6009    1.45E-17  1.45E-17 SAR, SAR
GH4003    4.06E-18  4.06E-18 SAR, SAR
HN500D    9.83E-16  9.83E-16 SAR, SAR
AN800N    2.15E-14  2.15E-14 SAR, SAR
ND600Y    2.67E-14  2.67E-14 SAR, SAR
AN700L    1.03E-15  1.03E-15 SAR, SAR
ND901C    2.39E-14  2.39E-14 SAR, SAR
GU8000    1.73E-12  1.73E-12 SAR, SAR
ND4004    1.43E-14  1.43E-14 SAR, SAR
NK5005    3.59E-16  3.59E-16 SAR, SAR
TK900A    6.21E-15  6.21E-15 SAR, SAR
AH6008    2.48E-16  2.48E-16 SAR, SAR
AD4001    2.15E-14  2.15E-14 SAR, SAR
GU9003    8.11E-12  8.11E-12 SAR, SAR
AH700P    2.93E-16  2.93E-16 SAR, SAR
TK900D    6.57E-15  6.57E-15 SAR, SAR
DK900n    4.96E-14  4.96E-14 SAR, SAR
TD000k    3.49E-14  3.49E-14 SAR, SAR
TE800B    2.89E-14  2.89E-14 SAR, SAR
DK700Q    1.09E-14  1.09E-14 SAR, SAR
HH600H    2.69E-14  2.69E-14 SAR, SAR
TH800G    2.27E-15  2.27E-15 SAR, SAR
AH6009    9.83E-16  9.83E-16 SAR, SAR
AD5005    2.16E-14  2.16E-14 SAR, SAR
TD900K    2.24E-14  2.24E-14 SAR, SAR
DD900M    6.32E-14  6.32E-14 SAR, SAR
TH700w    3.44E-15  3.44E-15 SAR, SAR
TD900J    2.26E-14  2.26E-14 SAR, SAR
TD900H    2.21E-14  2.21E-14 SAR, SAR
HH5007    2.63E-16  2.63E-16 SAR, SAR
AU7001    5.67E-13  5.67E-13 SAR, SAR
AU5001    5.26E-12  5.26E-12 SAR, SAR
AD7009    5.46E-14  5.46E-14 SAR, SAR
TD7004    2.06E-14  2.06E-14 SAR, SAR
DD900P    3.32E-14  3.32E-14 SAR, SAR
HN701K    1.67E-13  1.67E-13 SAR, SAR
HN7015    1.60E-11  1.60E-11 SAR, SAR
TD000i    2.37E-14  2.37E-14 SAR, SAR
TD000a    6.04E-14  6.04E-14 SAR, SAR
DD700J    7.12E-14  7.12E-14 SAR, SAR
DD000L    6.51E-14  6.51E-14 SAR, SAR
DD000K    1.04E-13  1.04E-13 SAR, SAR
TD000f    2.39E-14  2.39E-14 SAR, SAR
TD000d    2.35E-14  2.35E-14 SAR, SAR
DK000J    2.34E-14  2.34E-14 SAR, SAR
DD900O    3.39E-14  3.39E-14 SAR, SAR
AD700A    3.04E-14  3.04E-14 SAR, SAR
TD800B    2.24E-14  2.24E-14 SAR, SAR
TD8009    5.59E-14  5.59E-14 SAR, SAR
DD8009    7.31E-14  7.31E-14 SAR, SAR
HK800H    5.20E-15  5.20E-15 SAR, SAR
HN600a    1.08E-15  1.08E-15 SAR, SAR
PH700H    2.97E-14  2.97E-14 SAR, SAR
PH6009    1.75E-15  1.75E-15 SAR, SAR
HD500O    3.99E-14  3.99E-14 SAR, SAR
ND701E    2.21E-14  2.21E-14 SAR, SAR
ND400A    1.50E-14  1.50E-14 SAR, SAR
AA8009    1.01E-15  1.01E-15 SAR, SAR
GN9006    9.60E-12  9.60E-12 SAR, SAR
GU3000    1.14E-14  1.14E-14 SAR, SAR
TA800m    9.60E-12  9.60E-12 SAR, SAR
AN700O    1.80E-15  1.80E-15 SAR, SAR
DK900u    2.66E-14  2.66E-14 SAR, SAR
HN701P    8.35E-12  8.35E-12 SAR, SAR
DD900Q    7.03E-14  7.03E-14 SAR, SAR
TD900G    4.61E-13  4.61E-13 SAR, SAR
HN800d    8.22E-15  8.22E-15 SAR, SAR
HN701O    1.14E-14  1.14E-14 SAR, SAR
UD900H    3.56E-15  3.56E-15 SAR, SAR
UD7009    7.21E-14  7.21E-14 SAR, SAR
UD7007    1.70E-14  1.70E-14 SAR, SAR
UD7005    3.27E-13  3.27E-13 SAR, SAR
TD000h    4.62E-13  4.62E-13 SAR, SAR
DK900e    1.13E-14  1.13E-14 SAR, SAR
DD8008    4.81E-13  4.81E-13 SAR, SAR
GH6007    2.48E-16  2.48E-16 SAR, SAR
KO9002    2.34E-15  2.34E-15 SAR, SAR
ND701H    2.19E-14  2.19E-14 SAR, SAR
DK900j    1.13E-14  1.13E-14 SAR, SAR
NK5009    8.11E-16  8.11E-16 SAR, SAR
ND600X    2.59E-14  2.59E-14 SAR, SAR
ND500L    1.80E-14  1.80E-14 SAR, SAR
DK600E    8.48E-15  8.48E-15 SAR, SAR
DK900s    3.65E-14  3.65E-14 SAR, SAR
GN6005    9.83E-16  9.83E-16 SAR, SAR
HH600I    1.98E-15  1.98E-15 SAR, SAR
HD500P    1.83E-14  1.83E-14 SAR, SAR
HN800K    3.37E-12  3.37E-12 SAR, SAR
AD800G    7.65E-14  7.65E-14 SAR, SAR
TH800H    6.24E-15  6.24E-15 SAR, SAR
HD800B    2.35E-14  2.35E-14 SAR, SAR
HD500D    2.08E-14  2.08E-14 SAR, SAR
TD900L    2.76E-14  2.76E-14 SAR, SAR
DD900N    7.07E-14  7.07E-14 SAR, SAR
AN4004    2.05E-15  2.05E-15 SAR, SAR
DK900t    2.81E-14  2.81E-14 SAR, SAR
NK600K    8.23E-16  8.23E-16 SAR, SAR
PO7003    1.75E-15  1.75E-15 SAR, SAR
PO4000    2.77E-15  2.77E-15 SAR, SAR
PD8007    2.22E-14  2.22E-14 SAR, SAR
HO3001    2.79E-15  2.79E-15 SAR, SAR
DK800B    2.27E-14  2.27E-14 SAR, SAR
TD7005    2.45E-14  2.45E-14 SAR, SAR
NU800T    1.22E-14  1.22E-14 SAR, SAR
DK900i    2.35E-14  2.35E-14 SAR, SAR
AU6004    5.61E-15  5.61E-15 SAR, SAR
AH600D    1.45E-17  1.45E-17 SAR, SAR
AH4003    4.06E-18  4.06E-18 SAR, SAR
TD000j    2.89E-14  2.89E-14 SAR, SAR
DK700W    4.35E-14  4.35E-14 SAR, SAR
DD000M    7.26E-14  7.26E-14 SAR, SAR
DK900h    2.42E-14  2.42E-14 SAR, SAR
DK900g    2.39E-14  2.39E-14 SAR, SAR
TD800C    2.64E-14  2.64E-14 SAR, SAR
